Review,Rating
"Expanding on the initial statement, my consistent disappointment with Gal Gadot's performances extends beyond this particular film and permeates her overall filmography. Her vocal delivery frequently lacks the necessary inflection and dynamism to truly engage the audience, often presenting as a flat and monotonous drone that hinders the emotional resonance of her lines. This absence of vocal variation makes it challenging to fully invest in her characters and their experiences. Moreover, her portrayal of emotions often feels superficial and unconvincing. Whether the scene calls for joy, sorrow, or anger, the depth and nuance required to create a believable and impactful emotional connection with the viewer seem to be consistently missing. This latest role, unfortunately, has only served to solidify my long-held opinion regarding her limitations as an actress. The nuances and complexities that could have elevated the character were lost, further highlighting a fundamental lack of acting prowess.

Beyond the technical aspects of her performance, there is also a persistent sense of haughty arrogance that emanates from her on-screen persona. This perceived self-importance can be distracting and creates a barrier between the character and the audience, making it difficult to empathize or connect with her motivations. It often feels as though she is presenting rather than embodying the role. Furthermore, her on-screen presence appears to be plagued by an internal conflict, a kind of identity crisis that manifests in performances that are jarringly inconsistent. At times, she seems to overcompensate, resulting in exaggerated and theatrical portrayals that lack subtlety and realism. Conversely, there are moments where she appears underwhelming and detached, failing to command the scene or leave a lasting impression. This constant fluctuation between being over-the-top and surprisingly bland creates a disjointed and ultimately unsatisfying viewing experience. The lack of a grounded and consistent characterization makes it impossible to fully immerse oneself in the narrative. In conclusion, considering her persistent struggles with vocal delivery, emotional depth, a perceived air of arrogance, and inconsistent character portrayals, I remain convinced that Gal Gadot's casting in this and other significant film projects has been a disservice to the potential of those stories and a source of ongoing disappointment for me as a viewer. Her limitations consistently detract from the overall quality and impact of the films she participates in.",1/10
"Disney's 2025 Snow White is a stunning reimagining that honors the classic while introducing a fresh, empowering vision. Under Marc Webb's direction, the film captivates with breathtaking visuals, a heartfelt story, and outstanding performances.

Rachel Zegler delivers a radiant and compelling Snow White, blending innocence with strength. Gal Gadot's Evil Queen is mesmerizing, exuding both beauty and menace, making for a thrilling dynamic between them. Their interactions bring depth and intensity to the narrative.

The film's visuals are spectacular, seamlessly blending CGI with practical effects to create a magical yet immersive world. The enchanted forest and the dwarfs' cottage feel alive, adding to the wonder.

Balancing nostalgia with modern themes, Snow White (2025) is a cinematic triumph. It pays homage to the beloved original while standing as its own powerful story of self-discovery and courage. A must-watch for Disney fans and new audiences alike.",10/10
"It was a generally inoffensive but unnecessary remake. The controversies were overstated (making Zegler and her hot takes the most likely culprit in the film's poor numbers). One thing I'm pretty over is the weird direction that all of Disney's songwriting had taken. Some stuff is pretty good (it's all ""technically"" good), but there seems to be a straight line through Jasmine's new song in the Aladdin remake and all the ""girl I'm supposed to be"" songs of pretty much every Disney movie for the last 5-10 years. Disney music just isn't great anymore. I guess I'm in the minority, but I don't LIKE Lin Manuel Miranda's songwriting (I know he didn't write these, but his tone has infected everything). It's well done. And I don't like it. And that's how I feel about everything Disney is doing these days. For something to be basically well done and not be likeable seems to be an issue of tone, of trying to appeal to all the wrong instincts while abandoning some of the hallmarks of good storytelling. It's like they're making movies by committee, but the people on the committee don't like movies. Snow White (the movie) was more wholesome than I expected, but the climax wasn't climactic. It was...meh. Almost silly. There just seems to be a cultural influence through Disney lately that runs counter to the lives of the average movie goer, like they don't speak our language anymore. They're speaking over the heads of the public like they're being idealistic, but with ideals that we don't seem to share. Snow White was the least offensive in this regard of any Disney movies of late, but it still feels like something is getting lost in translation, like they're trying to say what they think we want to hear and they still don't understand it. If anything, it feels like the people who work at Disney and make their movies didn't grow up watching Disney movies. They're bringing some other cultural touchstones to bear in a playground that was built by people they don't understand or value, and it shows.",5/10
No review found,4/10
"After years of controversy, drama, multiple delays and reshoots, the live action remake of the 1937 Disney animated classic, Snow White And The Seven Dwarfs, is finally here. Seeing all the never-ending controversies and multiple reshoots, I didn't had high hopes for it and well.........let's just get into the review.

Starting with the positives. I like that they fleshed out Snow White's character more by giving her a proper backstory and an 'I Want' song and Rachel Zegler's luminous performance was easily the part about the movie. Her gorgeous singing and chemistry with the other actors was a delight to watch. Andrew Burnap as Jonathan was a pleasant surprise. He was hilarious and charming and his chemistry with Rachel is great. Out of the dwarfs, Dopey was the highlight and I like that they gave his character more depth and surprise twist. The other dwarfs were fun to watch (not their designs) as well, particularly Doc and Grumpy. The costume design and production design were beautiful, the visuals were whimsical and enchanting particularly the forest and the dwarfs' cottage and the CGI animals looked adorable.

But the movie has some glaring issues that I could not look past such as Gal Gadot's portrayal of the Evil Queen. Her performance feels so flat, boring and uninteresting and is far inferior to her animated counterpart. Nor is she any good at singing either which is a shame because her solo number ""All Is Fair"" is actually kinda catchy but she just ruins it with her awful singing. It felt like she was just there to serve looks and nothing else. Then there's the CGI dwarfs. Oh my!! They looked so uncanny valley something straight out of the Polar Express animation which was so distracting. The new songs, though decent, do not mesh well with the old-timey tunes of the original and instead feel like generic broadway pop numbers. And the plot feels messy as it is muddled with so many story beats that it kinda falls apart. It seems to have an identity crisis as it tries to follow the original story while incorporating its own plot points instead of faithfully adapting the source material. The love story was very uninspired and lacked depth. There are so many new characters added who serve nothing to the plot (heck some doesn't even have any dialogues) and were completely unnecessary. Despite the runtime being under 2 hours it felt like the movie dragged on particularly during the second half thanks to the pacing.

Overall, Snow White suffers from a messy plot, Gal Gadot's terrible acting and the uncanny CGI dwarfs but Rachel Zegler's luminous performance and the enchanting visuals makes it a serviceable film. Though it certainly isn't the fairest one of all.",5/10
"Ok, so i watched the Snow White remake out of curiosity with my little niece (not a fan in general of these remakes that Disney keeps churning out) and... it's just ok, nothing else.

Let's start with the positives: Rachel Zegler gives her all with the material she's been given (especially her enjoyable rendition of ""Whistle While You Work"" that was delightful), the set design is gorgeous and some of the songs aren't that bad.

But unfortunately, i have to talk about the negatives: the plot is a jumbled mess, the changes made to the original story are unnecessary, the abysmal CGI (ESPECIALLY the Seven Dwarves that reach uncanny valley territory!) and a complete miscast of the villain played by Gal Gadot: she doesn't strike me at all as the bad guy, her performance & singing voice are so over-the-top and goofy that it's hard being invested in her, especially compared to the original which was one of the best villains in movie history (then again, the screenplay did not help her at all)

Just a bland remake with a few saving graces, period.",5/10
"To start off, Rachel Zegler is VERY talented. She has the abilities to sing classically like Snow White, but that was not chosen for the plot.

This was a product of poor directing and story writing. Disney needs to realize that there has to be an actual plot if they're going to change a classic, and if there wasn't one to begin with, then don't remake the movie. The songs were cringe. (Zegler can SING! But they should've used those talents elsewhere.) The plot was so forced.

Disney, PLEASE leave behind the ""girlboss"" archetype. The Barbie Movie said it best: what's wrong with a normal Barbie? Not everyone is a superhero princess world changer. There's nothing wrong with that, but make something new. I love the Live Action Remakes, but don't change them.",1/10
"Not worth it. Don't think disney can top this for a good while. The ride to the theatre and back home was more entertaining than the movie. It was so bad even the magic mirror would refuse to watch it. CGI characters looked like a rejected video game NPC's. Gal Gadot, don't even get me started on that, she seem very confused af for some reason. If someone compiled all Brain rot youtube videos and made a movie, that will be more entertaining and idk would make sense than this, why ever this was. If you value your time, watch paint dry, it's prolly cheaper and far more entertaining. DO NOT REDEEM!!!!!",1/10
"I don't even get what their intentions are when they made this live action movie.

It literally lost the main identity from the original one and doesn't even have it's own base, from the cast choice to the CGI.. everything is garbage.

Disney needs to start listening to the Audience feedback!! Everything is about the Audience so if the Audience isn't happy then it's just waste money and potential, so my message for Disney is please stop ruining Old tales and please work to make your Audience happy because after all this whole work is for people to like it.

If you want to make live action movies, at least do it properly.",1/10
"I can't even begin to fathom the disasters behind the scenes that led to this unnecessary adaptation. Disney has taken a beloved classic and stripped it of its charm, leaving behind a lifeless attempt to modernize something that never needed fixing. The heart and soul of the original are nowhere to be found, replaced with hollow storytelling and misguided choices. Disney needs to stop recycling their animated masterpieces into soulless cash grabs. Not every classic needs a remake, and especially not like this! Hopefully the cancel any upcoming ones to save some face and $. Insane to think we don't have good Star Wars or pirates of the Caribbean shows but we're getting assaulted in the eyes.",1/10
"This movie delivers a truly magical viewing experience, capturing the classic Disney charm while offering a modern twist. Rachel Zegler's voice is angelic, and the CGI dwarves are incredibly detailed, making them feel like real characters. I especially appreciated how the film developed a strong friendship between Snow White and Jonathan, which adds depth to her character and moves away from the older version of the story. This film is perfect for families and fans of the original Snow White, offering a fresh and empowering take on a timeless tale.

And that's why I think people should watch it.",8/10
"L script, L acting, L movie. This movie deserved better than what they did. They could've cast a better actor to play Snow White, but instead, they chose someone who completely missed the mark. The writing was lazy, the acting was uninspired, and the overall execution felt like a missed opportunity. The source material deserved respect, but what we got was a bland, forgettable attempt that lacked the magic and charm of the original.

The biggest issue is that nothing about this adaptation feels authentic. The character of Snow White, who is supposed to be endearing and full of warmth, comes across as flat and unlikable. There's no depth to her performance, no emotion that makes you root for her journey. The supporting cast isn't much better, with performances that feel either overacted or completely phoned in.

On top of that, the visuals are nothing special. The CGI looks rushed, the cinematography is dull, and the costume design feels uninspired. It's as if the filmmakers had no real vision and just slapped something together to capitalize on nostalgia. Overall, a disappointing take on a beloved classic.",1/10
"I cringed so hard while watching this that my face might be permanently stuck in a wince. This adaptation doesn't just miss the mark-it's so far off that the target isn't even in sight. If they had given this a completely different name and removed any reference to Snow White, I wouldn't have even realized what it was supposed to be.

The acting? Terrible. The story? An insult to the original. The casting? A complete joke. The visuals? Embarrassing.

I wouldn't even give this a one-star rating, because honestly, it doesn't deserve a rating at all. It's a zero. A waste of time, a disgrace to the fairytale, and an example of how NOT to do a remake. If you value your childhood memories, do yourself a favor-skip this one entirely.",1/10
"This movie is an absolute disaster from start to finish. The CGI is so bad that it looks completely unrealistic, making every scene feel cheap and lifeless. The visuals alone are enough to ruin any immersion, but the overall execution is just as terrible. The writing is awful, the acting feels forced, and the entire production lacks any heart or effort. It's nothing but a soulless cash grab that completely disrespects the original story. The characters are dull, the pacing is off, and there's no real charm or magic. Even the dialogue feels unnatural, making it painful to sit through. A total waste of time-avoid at all costs.",1/10
"Rachel Zegler's performance as Snow White feels uninspired and miscast. Instead of embodying the classic character's charm and warmth, her portrayal comes across as flat and disconnected. Her delivery lacks the innocence and sincerity that made the original Snow White so beloved, and at times, she seems more disinterested than enchanting. The film's attempt to modernize the character strips away her defining traits, making her feel generic rather than iconic. Combined with lackluster dialogue and weak chemistry with the supporting cast, Zegler's Snow White fails to capture the magic that made the original a classic.",1/10
"This film is an absolute disaster from start to finish. The costumes look cheap and uninspired, making it feel more like a low-budget school play than a professional production. The acting is equally dreadful-wooden performances, zero chemistry, and completely miscast roles. It's almost painful to watch. The plot lacks creativity, failing to capture any of the magic of the original. The heart, charm, and wonder that made the classic so beloved are nowhere to be found. Instead of honoring the masterpiece that paved the way for Disney's success, this movie feels like a disgraceful mockery. The dialogue is bland, the pacing is off, and the overall execution is laughably bad. If you truly love the original, do yourself a favor and skip this mess. It's not worth your time or money.",1/10
"The new Snow White movie is a complete disaster-an insult to the original and a painful watch from start to finish. The writing is lifeless, the acting feels forced, and the CGI is laughably bad. Gone is the charm and magic that made the classic special, replaced with dull dialogue, cringe-worthy performances, and a total disregard for what made Snow White beloved. The visuals look cheap, the pacing drags, and the changes to the story feel unnecessary and forced. Not even nostalgia can save this mess. It's a soulless cash grab that should have never been made. 1/10-stay far away from this trainwreck.",1/10
"Dreadful. Simply dreadful. Rachel Zegler's performance stood alone, a solitary spark in an otherwise abysmal film. Gal Gadot's portrayal was, to put it mildly, bewildering. The dialogue felt forced, the plot convoluted, and the visual effects were surprisingly cheap. The entire production screamed of rushed execution and a complete lack of creative vision. I struggled to understand the hype surrounding this project. Every scene felt like a chore to endure. The attempt to modernize a classic tale resulted in a garish, uninspired mess. The supporting cast was forgettable, the musical score generic, and the overall pacing was agonizingly slow. I left the cinema feeling cheated and utterly disappointed. To grant Gadot a star on the Hollywood Walk of Fame after such a performance seems like a cruel joke. Avoid this film at all costs; your time would be better spent staring at a blank wall.",1/10
"This movie was TERRIBLE. Of all the live-action (kind of) remakes, Disney should have been the most careful with this one. Snow White established Disney as we know it today, and saved the company.

As thanks, they've twisted the story, the songs, and the meaning of the story so much that it's almost unrecognizable.

Shame on Disney for making this wretched movie. The only bright spot at all was the Heigh Ho song, which was very much close to the original and made me feel like I was in Disneyland again as a kid. But that only lasted for 2.5 minutes, and if I want to hear that song again I can hear it online for free.

AVOID THIS MOVIE!",1/10
"Snow White (2025) is a deeply emotional and breathtaking reimagining of the classic fairy tale that will leave you wiping away tears. This movie is not just a fairy tale; it's a rich, emotional journey about growth, loss, and self-discovery. Honestly, I wasn't prepared for how hard it would hit me, and by the end, I needed a box of tissues.

Positives:

Rachel Zegler shines as Snow White. She brings a modern, empowering take on the character, making her more than just a damsel in distress. Snow White is strong, relatable, and fully in control of her own destiny. Zegler captures both the innocence and the power of Snow White's journey, making her transformation feel real and heartfelt.

Gal Gadot's portrayal of Maleficent is truly stunning. While Maleficent is traditionally the villain, this version adds layers of depth to her character. Gadot's Maleficent is not just evil for the sake of it-she's a woman broken by betrayal and pain. There are moments when you can't help but sympathize with her, even though her actions are cruel. The final confrontation with Maleficent is emotional and earned, and while it's clear she deserves to be defeated, you still feel the weight of her loss. Gadot's performance brings a unique complexity to the character, making her defeat both satisfying and bittersweet.

One of the most charming parts of the film is the cuteness overdose with the animals. From Snow White's connection with the birds and squirrels to the delightful creatures that help her along the way, these adorable moments add so much warmth to the film. They also help showcase Snow White's kindness and purity. If you love animals in fairy tales, you'll absolutely fall in love with these moments, though at times the cuteness factor might make your heart explode!

Negatives:

The pacing slows down a little in the middle of the film, especially in the quieter moments. While these moments do add emotional depth, they can feel a bit drawn out for some viewers. However, this is a minor issue in an otherwise well-paced film that does a great job of building emotional tension.

Conclusion:

Snow White (2025) is a modern fairy tale that feels fresh, emotional, and deeply relatable. The performances, especially by Rachel Zegler and Gal Gadot, are top-notch. Gadot's Maleficent is a standout complicated, tragic, and unforgettable. The cuteness of the animal companions adds a light, heartwarming touch, though sometimes it may feel like a little too much. However, it's all part of the charm.

The film's ending, while sad, is perfect for the story it tells: a bittersweet reminder that sometimes, to follow our dreams, we have to let go of things we love. Snow White's journey isn't just about defeating Maleficent-it's about finding her own strength and embracing who she truly is. It's a stunning, emotional experience that leaves you with a sense of fulfillment, but also a little bit of sorrow.",10/10
"Never thought I would ever watch a Disney movie and rooting for the baddies. Unlikeable and unrecognisable characters heavily deviated from the original story. Heavy and unnecessary use of CGI. Zero star is the correct rating but here I am needing to give a star minimum. Disney needs to rethink their future approach to classic remake. While we do not expect 100% identical script from the classic, there has to be a high level of familiarity to the original. Otherwise it's becoming a re-imaginations rather than a remake. This is the case for this Snow White movie. It's a horrible version of re-imagination rather than a faithful remake of the classic.",1/10
"This *Snow White* remake is a dull, uninspired mess that strips away the magic of the original. The writing is stiff, the humor falls flat, and the characters lack charm. Snow White is unlikable, the Evil Queen is forgettable, and the dwarfs are sidelined. The CGI looks fake, the pacing drags, and the songs are bland. Worse, the film seems ashamed of its roots, making unnecessary changes that alienate fans while failing to offer anything compelling. It's a soulless cash grab that lacks heart, charm, and entertainment. Save yourself the disappointment and skip this one. The acting is just soo terrible how was it even allowed to go to cinemas.",1/10
"This version has been heavily modified from the original. If you want to see the classic remake. This is not for you.

First they changed the reason of her name is Snow White is no longer due to her physical appearance. The end, the dancing theme is also creepy. It does not connect with the story line.

If you are open minded and a fan of Rachel or Gal, then go for it.

Unfortunately, it's not for me, and can't get a refund on the movie tickets and my time back.

It's perplexing to me why Disney didn't just produce a completely different movie. I feel this one really hurts fan especially the ones grew up with the original Snow White.",1/10
"I did not trust the internet and thought the movie might be good and went in to Austin Regal Gateway to watch this. This is the first movie that I have came out before ending. I underestimated the internet reviews. Should have trust them. There were like 5 or 6 people were in watching this. Me and my friend came out thinking at least we still can save time after like 40 mins. Acting is not great. I do not like the costumes. And story. I feel like the story is artificial. :( In fact, not only the new main actress but I do not like any character at all. Even Gal Gadot, I feel like not at her best. And they change the story so much. Which is not to my liking.",1/10
No review found,1/10
"Disney's latest Snow White is a complete disappointment. It abandons the charm, magic, and timeless storytelling of the original in favor of a bland, uninspired reimagining that lacks heart. The casting and script changes feel forced, stripping away the fairy-tale essence that made the story beloved for generations. The CGI is unimpressive, and the dwarfs-if you can even call them that-are barely relevant. Worse yet, the film seems more focused on making a statement than telling a compelling story. Instead of celebrating the classic, Disney delivers a joyless, forgettable mess that fails to capture the magic of Snow White.",1/10
"Disney's Snow White (2025) was one of the most controversial live-action adaptations before it even hit theaters. Unfortunately, after watching it, I can confidently say that it was a disappointment. While I had some initial concerns based on the changes announced during production, I still hoped for a fresh yet faithful take on the beloved fairy tale. However, the final product felt disconnected from the original story in almost every way. Beyond casting, the film's approach to the story itself was frustrating. Instead of staying true to the classic fairy tale, the writers made drastic changes that stripped the story of its original charm. One of the most baffling decisions was removing the prince's role entirely.",1/10
"The soul of Snow white should be encouraging kindness and love. That is the reason why the animals, creatures and prince all followed her and help her to fight with the evil queen. The truth is every creature on earth does have the natural sense to feel kindness and love in others. Snow white should retain such kindness and love to positively influencing people, just like the original Snow white. The value of society did change throughout the years since the original Snow White, however, there are something such as love and kindness which would not be changed in this world and Disney should use Snow White to teach our children what cannot be changed deeply in our heart.

Above all, there is nothing wrong to use kindness and love to fight the evils.",1/10
"Snowwhite's latest cinematic iteration is a confounding exercise in modern mediocrity that defies reverence. In a misguided attempt to revive a cherished classic, this remaster instead exudes an unnerving hollowness, leaving audiences adrift in a dismal fever dream. The film's visuals, though technologically polished, betray an absence of genuine soul, rendering its narrative inert and unengaging. Its earnest yet misdirected effort transforms what was once enchanting into a forgettable spectacle. Regrettably, this production stands as an indelible mark of artistic miscalculation-a veritable anomaly that should be expunged from our digital memories and consigned to the annals of cinematic regret.",1/10
"Boring snooze fest. Struggled to stay awake throughout most of it. Cinema was already only a quarter full and I could see everyone struggling to stay awake to watch it.

Literally a waste of the ticket price. Changes so much of the classic Snow White story. Almost unrecognizable as the original Snow White, was butchered badly. Poor acting from the main female lead, unemotionless and wooden. Could probably do better by putting wooden mannequins instead of the actors and actressses.

I hope they lose so much money from this show that the execs who approved this show get fired. Disney keeps hitting new lows recently.",1/10
"The new Snow White movie is visually stunning with beautiful scenery and impressive special effects. The supporting cast does a commendable job, adding depth and charisma to their roles. However, Rachel Zegler's performance as Snow White is a major disappointment. Her acting feels flat and emotionless, failing to capture the innocence and charm of the beloved character. The chemistry between her and other characters is unconvincing, which makes it hard for the audience to connect with the story. Fans of the classic tale will likely be frustrated, as Zegler's portrayal lacks the magic and grace that Snow White deserves. Overall, while the movie excels in many technical aspects, Rachel Zegler's poor acting skills significantly detract from the film's potential, leaving viewers yearning for a more compelling and heartfelt performance.",1/10
"The movie moving completely away from the original story is not the only negative this movie has.

Romance arc was horrible. Felt soo forced. Meets the guy and 5 seconds later they are in love. Very very believable.

Snow white at some point is a girly girl dancing around, and at another point is a strong independent women ordering people around. Like what???

Below mediocre acting by her. The last dance felt like torture.

Gal gadot was the only performance which i thought looked good and deserved praise. That should say something considering she is not the lead.

I have no more words for this.",1/10
"The movie completely ruined the original for me. This isn't Snow White-it should have been titled something else entirely, to be honest. The essence of the classic story is missing, and the changes they made feel unnecessary and forced. Rachel Zegler is not at all convincing as Snow White; she lacks the charm, innocence, and grace that made the original character so beloved. Her performance feels out of place, and she doesn't capture the magic that the role demands. The only saving grace of the film is Gal Gadot, whose screen presence is undeniably captivating. She brings a certain elegance and charisma that stands out amid the otherwise messy storytelling. Unfortunately, the rest of the film is all over the place, with an incoherent plot, uneven pacing, and a distorted vision that strays too far from the beloved fairy tale. The writing feels weak, the direction lacks focus, and overall, it fails to deliver the enchantment and wonder that made the original a timeless classic.",1/10
"Unfortunately, the new adaptation of ""Snow White"" fails to capture the magical essence of the classic that we all know and love. Despite having a talented cast, the movie feels flat and predictable, as if it were following a tired formula.

The story, which should be a journey full of emotions and unexpected twists, becomes a series of clichés and forced dialogues that lack depth. The characterization of Snow White is disappointing; she seems more like an archetype than a real protagonist with whom we can empathize. The dwarfs, given a new interpretation, end up being more caricatures than endearing characters, thus losing their original charm.

Moreover, the direction and cinematography do not bring anything fresh to the table. The scenes feel more like they're pulled from a catalog than from a vibrant fantasy world. The soundtrack, instead of complementing the visuals, feels like background noise that fails to resonate with the audience.",1/10
".. CGI is awful. Storyline is awful.

Acting for both characters is awful. I wonder why Disney gamble with this movie.

This is a live action so why they changed the story? That's what confused me. Mirror Mirror is way better. That's what I expecting but they gave us this garbage.

They decided to make the dwarves CGI than hiring a real people.

I hope the next live action will not be like this. Awful reboot of a classic disney animation. This is the worst live action of all Disney movies.

When this movie streams in Disney plus, I will make this my bedtime movie to sleep with. Not gonna lie. Worst for real.",1/10
"This movie isn't just bad-it's embarrassingly bad. It takes a beloved classic and strips away everything that made it magical, replacing it with lifeless characters, cringeworthy dialogue.

Instead of capturing the beauty of the original story that is almost loved by everyone, it talks down to its audience, assuming we have the emotional depth of a rock. The visuals? Bland. CGI? Nothing to explan for it, a 19s animation, maybe. The storytelling? Nonexistent. The depth of the storyline? Completely gone. Characters? I wont dare mention about it you know that. This isn't a reimagining-it's a dumpster fire.",1/10
"The scenes looked magical and the soundtrack was far better than the recent disney movies, in my opinion. It had a great message about leading with fairness, being kind, and being brave to stand up to evil. Thoroughly enjoyed this movie and will be listening to the music! Rachel zegler has an amazing voice and gal gadot performed an amazing evil queen. This movie exceeded my expectations by far and my whole family enjoyed seeing it. The forest, animals and dwarves all looked beautiful and magical. Truly a beautiful movie. The costumes turned out better than everyone made it out to be. Can't wait to watch it again!",10/10
Giving it a star is way too much. I do not like either of the main characters they are a joke. Disney has fell off and this movie proves it perfectly. The evil queen is prettier and Farah there's no way how is that possible? It makes no sense. What is the world coming to? I used to look forward to watching movies like these but no more I would rather watch Barney then watch this nonsense sadly this is what cinematography has come to and is a taste of what to come in the future. There are a few movies with good stories and even if you are really good remix I did however enjoy Mufasa which is a good remake.,1/10
"Worst Disney remake in the catalog! This movie has been hijacked and doesn't do justice to the original cartoon. The acting is horrible, the use of CGI is appalling is too bad that Disney has allowed this to happen. My hope is the same does not continue to happen in future releases. The entire story has been changed. Wouldn't it be better have they just started from scratch But unfortunately, this movie was nothing but a cash grab from Disney.

Too many mistakes are made to recommend this to anyone. It's unfortunate for all of the workers who works so diligently to put this film out that a single person could ruin it for everyone.",1/10
"It's really bad, especially the CGI - is it hard to give jobs to little people? Where people in charge scared or something?

I made my account just so I'm able to give that rating because that move made me really sad - money thrown away. The regret I'm feeling after watching it is so big that I'm unable to express it. Time wasted.

Also, that's really not an ideal actress for the Snow White, she should practice more her face expressions etc. Exactly like someone said - I was rooting for the apple in this scenario + what happened with ""lips red like roses"" or something? Disney should stop with live action movies.",1/10
"A horrible movie, made even worse by the horrible acting of Gal Gadot.

I gave this movie a one star rating, symbolising the only good thing in this movie i.e Rachel Zegler and if it wasn't for her I would have not even bothered giving that one either.

Why is Gal gadget being casted in such big projects when everyone know she can not act at all. Hollywood needs to know the face card doesn't always play. But they never learn.

The script was terrible, it was a desperate attempt to cash in on story that people have nostalgic associations with.

I believe this would go down in the history as one of the worst movies of all time.",1/10
"Disney had the perfect blueprint for a live-action Snow White-the beloved 1937 animated masterpiece. Yet, instead of honoring the magic that defined generations, they chose to strip away its charm and identity.

From the lackluster costumes to the uninspired sets, everything about this remake screams low budget and lack of passion. The visual storytelling, once rich and enchanting, now feels flat and unremarkable. It's baffling how Disney, with all its resources, could produce something so lifeless.

And this is still without mentioning the casting choices, which feel completely detached from the fairy tale's essence. Watching this movie was not just disappointing-it was heartbreaking. Disney used to create magic; now, it seems more interested in dismantling it.",1/10
"Disney's latest live-action remake of ""Snow White"" is a lackluster attempt to modernize a beloved classic, resulting in a film that feels both uninspired and unnecessary. Despite Rachel Zegler's commendable performance as the titular character, the movie fails to capture the magic of the original, leaving audiences with a hollow and forgettable experience.

The film's narrative is cluttered and muddled, attempting to update the story with progressive themes but ultimately losing the charm that made the 1937 animated version a timeless masterpiece. The pacing is off, leading to a disjointed viewing experience that neither honors the original nor offers a compelling new take.",1/10
"I regret I wasted money on this movie. I wasn't expecting a masterpiece, but I hope it will be at least fine to watch 1 time. Sadly not. I hope the company will think about new ideas, new characters, new worlds and stop ruining its legacy. Stop thinking like ""we must include this and this in the movie"", and start thinking to how to bring joy to the people. I have nothing against the actors, I blame the director, script writer and producer. Actors worked to gain their money, it is a job. Wrong ideas, wrong casting, wrong people worked on movie. And I am glad this movie failed, I hope Disney will open their eyes.",1/10
"Snow White (2025) is, without question, a visual spectacle and a thoughtful reimagining of Disney's first animated masterpiece. The film boasts stunning production design, a carefully crafted atmosphere, and a supporting cast that brings fresh life to this classic tale. Unfortunately, what could have been a near-perfect remake is held back by its most crucial element - Snow White herself.

Let's start with what the movie gets right, because there is a lot to admire. The world of Snow White (2025) is nothing short of breathtaking. The enchanted forest, the Queen's dark castle, and the whimsical cottage of the dwarfs are all realized with an incredible attention to detail. The art direction balances fairy tale charm with a slightly darker, mature aesthetic that fits well with modern audiences without losing the magic of the original. Each location feels like it belongs in a storybook brought to life.

The supporting cast is equally impressive. The Evil Queen, played with chilling perfection, steals every scene she's in. Her presence is magnetic, and her character feels both menacing and tragic - exactly the kind of complexity a modern fairytale villain needs. The dwarfs, while slightly modernized, still retain the humor and heart that made them so beloved in the original. They share excellent chemistry, delivering both genuine laughs and emotional moments.

The soundtrack is another highlight. The film features a combination of refreshed classics and new songs, and most of them work surprisingly well. The orchestral arrangements are grand and cinematic, making both quiet character moments and sweeping adventure scenes feel impactful. The musical numbers performed by the dwarfs and the Queen stand out as some of the film's best.

So what went wrong? Sadly, the answer lies with Snow White herself. The lead actress delivers a performance so flat and disconnected that it drags down almost every scene she appears in. Snow White is supposed to be the emotional heart of the story - a symbol of kindness, hope, and inner strength. Yet here, she comes across as stiff, unconvincing, and at times, awkwardly uninterested in the world around her.

Whether it's due to poor direction, miscasting, or a lack of understanding of the character, the performance simply doesn't land. Key scenes that should have been touching - such as Snow White's interactions with the dwarfs, her wonder at discovering the forest, or her confrontation with the Queen - all feel emotionally hollow. Her line delivery often lacks emotion, and her facial expressions rarely reflect the gravity or magic of the situations unfolding around her.

It's a shame because the film itself gives her every opportunity to shine. The script is respectful to the character, the cinematography frames her beautifully, and the supporting actors do their best to lift her up, but she simply fails to carry the role. A stronger performance could have elevated the entire movie to something truly special.

That being said, Snow White (2025) is far from a failure. It still delivers a memorable cinematic experience thanks to its gorgeous visuals, impressive supporting performances, and a clear love for the source material. The film successfully balances nostalgia with a few modern updates, making it accessible to both longtime fans and new audiences.

Ultimately, Snow White (2025) is a good movie trapped beneath a weak leading performance. While it may not reach its full potential, it is still worth watching for its artistry, world-building, and the fantastic work done by everyone - except Snow White herself.",1/10
"I watched it with the preconceived notion it would not be that good.and was pleasantly surprised that it exceeded my expectations. The singing parts where great, had a nice theatrical vibe, that I enjoyed. Thought it was a great movie to watch at the movies to give the songs justice.

Both lead actresses were great and gave a good performance. It was quite differant from the original but I didn't mind the changes, it is essentially a fairy tale that has had changes made to it before. Still love the original and will add this to my disney list of movies I love. I would recommend this movie to watch.",10/10
"Snow White, the original animated film, was incredibly popular and was responsible for a much needed morale boost during a dark time in the US and the globe.

The remake is not a credit to the original, in many ways it makes a mockery of the original, taking the beloved character and shifting her entirely into someone else.

This movie makes no sense. It is a complete disaster. Disney did not work on the script, horrible actor selection and extremely poor CGI. This movie has everything wrong with modern cinema. The lead actress has no charisma and is not talented to work on classics like Snow White.",1/10
"Gal Gadot's performance was painfully wooden, with lifeless delivery and zero acting skills. She lacked any real screen presence, making every scene she was in feel dull and boring. It's almost impressive how someone can suck the life out of a role this badly. Easily one of the worst performances of the year. Thankfully, Rachel was there to save this film from being a total disaster. Her charisma and talent added just enough to make it somewhat watchable.

Honestly disney messed up taking on gal as a actress. Every movie she made was awful. This is the reason for 1 star.

Congrats disney for ruining a good fairy tale.",1/10
